Year,Make,Model,Row,Vehicle of Interest
2000,FORD,F-150,12,N
2002,FORD,F-150,12,N
2005,FORD,F-150,13,N
2000,FORD,F-150,13,N
2001,FORD,F-150,14,N
2004,FORD,F-250,16,N
2001,FORD,F-250,15,N
1995,FORD,F-250,16,N
2006,FORD,F-250,16,N
1999,FORD,F-250,16,N
1995,FORD,F-250,17,N
1990,FORD,F-250,17,N
2007,FORD,F-250,6,N
1991,FORD,F-250,9,N
2001,FORD,F-250,13,N
1999,FORD,F-250,13,N
1989,FORD,F-250,12,N
2008,FORD,F-350,10,N
1995,FORD,F-350,102,N
1990,FORD,F-350,10,N
2009,FORD,F-350,8,N
2001,FORD,F-350,12,N
2016,FORD,FIESTA,53,N
2013,FORD,FIESTA,54,N
2015,FORD,FIESTA,49,N
2015,FORD,FIESTA,49,N
2011,FORD,FIESTA,49,N
2011,FORD,FIESTA,50,N
2014,FORD,FIESTA,50,N
2014,FORD,FIESTA,51,N
2014,FORD,FIESTA,51,N
2007,FORD,FIVE HUNDRED,53,N
2005,FORD,FIVE HUNDRED,54,N
2005,FORD,FIVE HUNDRED,55,N
2006,FORD,FIVE HUNDRED,56,N
2006,FORD,FIVE HUNDRED,57,N
2006,FORD,FIVE HUNDRED,57,N
2007,FORD,FIVE HUNDRED,49,N
2009,FORD,FLEX,16,N
2010,FORD,FLEX,9,N
2002,FORD,FOCUS,46,N
2005,FORD,FOCUS,53,N
2005,FORD,FOCUS,53,N
2005,FORD,FOCUS,53,N
2000,FORD,FOCUS,53,N
2015,FORD,FOCUS,53,N
2008,FORD,FOCUS,53,N
2008,FORD,FOCUS,54,N
2005,FORD,FOCUS,54,N
2004,FORD,FOCUS,54,N
2005,FORD,FOCUS,54,N
2005,FORD,FOCUS,54,N
2001,FORD,FOCUS,54,N
2007,FORD,FOCUS,55,N
2014,FORD,FOCUS,56,N
2013,FORD,FOCUS,55,N
2007,FORD,FOCUS,56,N
2005,FORD,FOCUS,46,N
2002,FORD,FOCUS,55,N
2007,FORD,FOCUS,55,N
2005,FORD,FOCUS,55,N
2008,FORD,FOCUS,56,N
2007,FORD,FOCUS,55,N
2001,FORD,FOCUS,56,N
2012,FORD,FOCUS,56,N
2012,FORD,FOCUS,56,N
2007,FORD,FOCUS,57,N
2016,FORD,FOCUS,57,N
2005,FORD,FOCUS,57,N
2009,FORD,FOCUS,57,N
2006,FORD,FOCUS,57,N
2012,FORD,FOCUS,57,N
2000,FORD,FOCUS,44,N
2012,FORD,FOCUS,44,N
2013,FORD,FOCUS,44,N
2011,FORD,FOCUS,44,N
2009,FORD,FOCUS,44,N
2000,FORD,FOCUS,44,N
2013,FORD,FOCUS,44,N
2003,FORD,FOCUS,44,N
2005,FORD,FOCUS,44,N
2008,FORD,FOCUS,45,N
2006,FORD,FOCUS,45,N
2010,FORD,FOCUS,45,N
2010,FORD,FOCUS,45,N
2008,FORD,FOCUS,45,N
2007,FORD,FOCUS,45,N
2008,FORD,FOCUS,46,N
2008,FORD,FOCUS,45,N
2005,FORD,FOCUS,46,N
2012,FORD,FOCUS,46,N
2007,FORD,FOCUS,46,N
2012,FORD,FOCUS,46,N
2003,FORD,FOCUS,47,N
2005,FORD,FOCUS,46,N
2006,FORD,FOCUS,46,N
2013,FORD,FOCUS,47,N
2000,FORD,FOCUS,46,N
2010,FORD,FOCUS,46,N
2018,FORD,FOCUS,46,N
2004,FORD,FOCUS,46,N
2010,FORD,FOCUS,46,N
2005,FORD,FOCUS,47,N
2007,FORD,FOCUS,47,N
2012,FORD,FOCUS,47,N
2005,FORD,FOCUS,47,N
2014,FORD,FOCUS,47,N
2007,FORD,FOCUS,48,N
2018,FORD,FOCUS,48,N
2008,FORD,FOCUS,48,N
2001,FORD,FOCUS,48,N
2010,FORD,FOCUS,48,N
2002,FORD,FOCUS,48,N
2003,FORD,FOCUS,48,N
2000,FORD,FOCUS,48,N
2001,FORD,FOCUS,48,N
2007,FORD,FOCUS,49,N
2008,FORD,FOCUS,49,N
2005,FORD,FOCUS,49,N
2003,FORD,FOCUS,49,N
2005,FORD,FOCUS,50,N
2013,FORD,FOCUS,50,N
2009,FORD,FOCUS,50,N
2006,FORD,FOCUS,50,N
2000,FORD,FOCUS,50,N
2012,FORD,FOCUS,50,N
2003,FORD,FOCUS,51,N
2001,FORD,FOCUS,51,N
2005,FORD,FOCUS,51,N
2007,FORD,FOCUS,51,N
2016,FORD,FOCUS,51,N
2009,FORD,FOCUS,50,N
2003,FORD,FOCUS,51,N
2003,FORD,FOCUS,51,N
2005,FORD,FREESTAR,17,N
2004,FORD,FREESTAR,9,N
2005,FORD,FREESTAR,11,N
2006,FORD,FREESTAR,13,N
2007,FORD,FREESTYLE,5,N
2006,FORD,FREESTYLE,11,N
2012,FORD,FUSION,57,N
2012,FORD,FUSION,53,N
2011,FORD,FUSION,53,N
2008,FORD,FUSION,53,N
2010,FORD,FUSION,53,N
2013,FORD,FUSION,54,N
2011,FORD,FUSION,54,N
2010,FORD,FUSION,55,N
2007,FORD,FUSION,54,N
2012,FORD,FUSION,55,N
2006,FORD,FUSION,57,N
2010,FORD,FUSION,46,N
2010,FORD,FUSION,44,N
2014,FORD,FUSION,44,N
2007,FORD,FUSION,45,N
2009,FORD,FUSION,45,N
2006,FORD,FUSION,45,N
2011,FORD,FUSION,45,N
2012,FORD,FUSION,46,N
2014,FORD,FUSION,47,N
2011,FORD,FUSION,46,N
2012,FORD,FUSION,46,N
2006,FORD,FUSION,47,N
2010,FORD,FUSION,47,N
2017,FORD,FUSION,47,N
2013,FORD,FUSION,47,N
2011,FORD,FUSION,47,N
2006,FORD,FUSION,48,N
2007,FORD,FUSION,48,N
2008,FORD,FUSION,48,N
2007,FORD,FUSION,48,N
2013,FORD,FUSION,50,N
2010,FORD,FUSION,50,N
2014,FORD,FUSION,50,N
2010,FORD,FUSION,50,N
2006,FORD,FUSION,50,N
2006,FORD,FUSION,51,N
2010,FORD,FUSION,51,N
2011,FORD,FUSION HYBRID,54,N
2017,FORD,FUSION HYBRID,57,N
2014,FORD,FUSION HYBRID,44,N
1977,FORD,LTD,102,N
1977,FORD,MAVERICK,102,N
2000,FORD,MUSTANG,54,Y
2001,FORD,MUSTANG,54,Y
1998,FORD,MUSTANG,55,Y
1995,FORD,MUSTANG,56,N
1997,FORD,MUSTANG,56,Y
2006,FORD,MUSTANG,56,Y
1996,FORD,MUSTANG,56,Y
1998,FORD,MUSTANG,56,Y
2000,FORD,MUSTANG,45,Y
2006,FORD,MUSTANG,44,Y
2000,FORD,MUSTANG,44,Y
2006,FORD,MUSTANG,45,Y
1997,FORD,MUSTANG,45,Y
2001,FORD,MUSTANG,45,Y
2006,FORD,MUSTANG,47,Y
2005,FORD,MUSTANG,48,Y
2007,FORD,MUSTANG,49,Y
1998,FORD,MUSTANG,49,Y
1995,FORD,MUSTANG,50,N
2001,FORD,MUSTANG,50,Y
1997,FORD,MUSTANG,50,Y
1999,FORD,MUSTANG,51,Y
1995,FORD,PROBE,49,N
1968,FORD,RANCHERO,102,N
1993,FORD,RANGER,2,N
1993,FORD,RANGER,15,N
1986,FORD,RANGER,15,N
2000,FORD,RANGER,15,N
2003,FORD,RANGER,16,N
2001,FORD,RANGER,16,N
2001,FORD,RANGER,16,N
1999,FORD,RANGER,17,N
1997,FORD,RANGER,17,N
2008,FORD,RANGER,1,N
1990,FORD,RANGER,5,N
1995,FORD,RANGER,7,N
2000,FORD,RANGER,9,N
1988,FORD,RANGER,11,N
2001,FORD,RANGER,12,N
1997,FORD,RANGER,14,N
2007,FORD,TAURUS,53,N
2001,FORD,TAURUS,53,N
2003,FORD,TAURUS,48,N
2001,FORD,TAURUS,53,N
2004,FORD,TAURUS,54,N
1996,FORD,TAURUS,54,N
1997,FORD,TAURUS,54,N
1999,FORD,TAURUS,54,N
2007,FORD,TAURUS,54,N
2014,FORD,TAURUS,54,N
1998,FORD,TAURUS,54,N
2007,FORD,TAURUS,55,N
2006,FORD,TAURUS,55,N
2002,FORD,TAURUS,55,N
2009,FORD,TAURUS,55,N
2003,FORD,TAURUS,56,N
1994,FORD,TAURUS,56,N
2001,FORD,TAURUS,55,N
1994,FORD,TAURUS,56,N
1997,FORD,TAURUS,56,N
2002,FORD,TAURUS,56,N
1996,FORD,TAURUS,56,N
2011,FORD,TAURUS,56,N
2000,FORD,TAURUS,56,N
1994,FORD,TAURUS,56,N
2000,FORD,TAURUS,57,N
2005,FORD,TAURUS,57,N
2000,FORD,TAURUS,57,N
2001,FORD,TAURUS,57,N
2002,FORD,TAURUS,57,N
1990,FORD,TAURUS,57,N
2006,FORD,TAURUS,44,N
2007,FORD,TAURUS,44,N
2013,FORD,TAURUS,45,N
1997,FORD,TAURUS,45,N
2000,FORD,TAURUS,46,N
2005,FORD,TAURUS,47,N
2007,FORD,TAURUS,47,N
1994,FORD,TAURUS,46,N
2002,FORD,TAURUS,47,N
2006,FORD,TAURUS,47,N
2005,FORD,TAURUS,47,N
2010,FORD,TAURUS,48,N
1987,FORD,TAURUS,48,N
2006,FORD,TAURUS,48,N
1998,FORD,TAURUS,51,N
2005,FORD,TAURUS,48,N
1992,FORD,TAURUS,48,N
1995,FORD,TAURUS,48,N
2007,FORD,TAURUS,49,N
2001,FORD,TAURUS,50,N
1997,FORD,TAURUS,51,N
2006,FORD,TAURUS,51,N
2006,FORD,TAURUS,51,N
2000,FORD,TAURUS,51,N
2008,FORD,TAURUS X,17,N
2008,FORD,TAURUS X,5,N
2008,FORD,TAURUS X,7,N
2009,FORD,TAURUS X,9,N
2008,FORD,TAURUS X,12,N
1991,FORD,TEMPO,55,N
1988,FORD,TEMPO,55,N
1993,FORD,TEMPO,50,N
1989,FORD,THUNDERBIRD,54,Y
1990,FORD,THUNDERBIRD,55,Y
1997,FORD,THUNDERBIRD,44,Y
1996,FORD,THUNDERBIRD,51,Y
2000,FORD,WINDSTAR,17,N
2001,FORD,WINDSTAR,17,N
1998,FORD,WINDSTAR,17,N
1998,FORD,WINDSTAR,5,N
2001,FORD,WINDSTAR,7,N
1998,FORD,WINDSTAR,8,N
1995,FORD,WINDSTAR,9,N
1999,FORD,WINDSTAR,10,N
1993,GEO,METRO,39,N
1970,GMC,2500,18,N
1988,GMC,3500,20,N
2008,GMC,ACADIA,25,N
2012,GMC,ACADIA,28,N
2008,GMC,ACADIA,26,N
2011,GMC,ACADIA,26,N
2008,GMC,ACADIA,27,N
2008,GMC,ACADIA,27,N
2009,GMC,ACADIA,28,N
2008,GMC,ACADIA,20,N
2010,GMC,ACADIA,20,N
2009,GMC,ACADIA,23,N
2008,GMC,ACADIA,22,N
2008,GMC,ACADIA,23,N
2012,GMC,ACADIA,22,N
2008,GMC,ACADIA,24,N
2002,GMC,ENVOY,26,N
2002,GMC,ENVOY,29,N
2005,GMC,ENVOY,18,N
2002,GMC,ENVOY,21,N
2004,GMC,ENVOY,23,N
2006,GMC,ENVOY,22,N
2000,GMC,SAVANA,20,N
2001,GMC,SIERRA,25,N
2003,GMC,SIERRA,25,N
2009,GMC,SIERRA,28,N
1990,GMC,SIERRA,18,N
1998,GMC,SIERRA,29,N
1995,GMC,SIERRA,21,N
2002,GMC,SIERRA,21,N
2001,GMC,SIERRA,22,N
1993,GMC,SIERRA,22,N
1997,GMC,SONOMA,19,N
2002,GMC,SONOMA,19,N
2013,GMC,TERRAIN,25,N
2010,GMC,TERRAIN,28,N
2011,GMC,TERRAIN,29,N
2011,GMC,TERRAIN,22,N
2002,GMC,YUKON,26,N
2003,GMC,YUKON,29,N
2003,GMC,YUKON,19,N
1998,GMC,YUKON,20,N
1997,GMC,YUKON,20,N
2008,GMC,YUKON,21,N
2003,GMC,YUKON,21,N
1999,GMC,YUKON,22,N
2005,GMC,YUKON XL,28,N
2004,GMC,YUKON XL,19,N
2007,GMC,YUKON XL,18,N
2006,HONDA,ACCORD,89,N
1997,HONDA,ACCORD,88,N
1996,HONDA,ACCORD,87,N
2002,HONDA,ACCORD,87,N
1998,HONDA,ACCORD,87,N
2002,HONDA,ACCORD,88,N
1999,HONDA,ACCORD,88,N
2007,HONDA,ACCORD,89,N
2001,HONDA,ACCORD,89,N
1998,HONDA,ACCORD,89,N
2005,HONDA,ACCORD,89,N
1995,HONDA,ACCORD,89,N
1999,HONDA,ACCORD,90,N
1999,HONDA,ACCORD,91,N
1995,HONDA,ACCORD,91,N
1992,HONDA,ACCORD,92,N
1999,HONDA,ACCORD,93,N
2000,HONDA,ACCORD,72,N
1997,HONDA,ACCORD,94,N
2002,HONDA,ACCORD,94,N
2011,HONDA,ACCORD,95,N
2003,HONDA,ACCORD,94,N
2007,HONDA,ACCORD,94,N
2004,HONDA,ACCORD,95,N
2004,HONDA,ACCORD,95,N
2006,HONDA,ACCORD,95,N
1992,HONDA,ACCORD,72,N
2002,HONDA,ACCORD,74,N
2007,HONDA,ACCORD,73,N
2000,HONDA,ACCORD,74,N
1982,HONDA,ACCORD,74,N
1995,HONDA,ACCORD,75,N
2000,HONDA,ACCORD,76,N
1999,HONDA,ACCORD,75,N
1999,HONDA,ACCORD,76,N
1998,HONDA,ACCORD,77,N
1998,HONDA,ACCORD,77,N
1999,HONDA,ACCORD,77,N
1999,HONDA,ACCORD,78,N
1999,HONDA,ACCORD,78,N
1996,HONDA,ACCORD,79,N
2000,HONDA,ACCORD,80,N
1995,HONDA,ACCORD,79,N
1997,HONDA,ACCORD,79,N
2006,HONDA,ACCORD,83,N
2002,HONDA,ACCORD,82,N
2000,HONDA,ACCORD,83,N
2005,HONDA,ACCORD,84,N
1998,HONDA,ACCORD,85,N
2006,HONDA,ACCORD,85,N
2007,HONDA,ACCORD,85,N
1996,HONDA,ACCORD,86,N
1998,HONDA,ACCORD,86,N
1979,HONDA,CIVIC,102,N
1991,HONDA,CIVIC,77,N
1997,HONDA,CIVIC,87,N
1997,HONDA,CIVIC,87,N
2000,HONDA,CIVIC,88,N
1996,HONDA,CIVIC,87,N
2006,HONDA,CIVIC,94,N
2003,HONDA,CIVIC,89,N
2008,HONDA,CIVIC,91,N
2005,HONDA,CIVIC,90,N
2009,HONDA,CIVIC,90,N
2004,HONDA,CIVIC,91,N
2001,HONDA,CIVIC,92,N
2005,HONDA,CIVIC,93,N
1996,HONDA,CIVIC,95,N
2007,HONDA,CIVIC,72,N
2003,HONDA,CIVIC,95,N
2004,HONDA,CIVIC,73,N
2004,HONDA,CIVIC,73,N
2006,HONDA,CIVIC,74,N
2002,HONDA,CIVIC,74,N
1996,HONDA,CIVIC,82,N
2005,HONDA,CIVIC,77,N
2007,HONDA,CIVIC,78,N
2001,HONDA,CIVIC,78,N
2011,HONDA,CIVIC,80,N
2010,HONDA,CIVIC,78,N
2004,HONDA,CIVIC,80,N
2002,HONDA,CIVIC,82,N
1997,HONDA,CIVIC,80,N
1998,HONDA,CIVIC,82,N
2004,HONDA,CIVIC,84,N
2001,HONDA,CIVIC,83,N
2000,HONDA,CIVIC,83,N
2002,HONDA,CIVIC,84,N
2004,HONDA,CIVIC,85,N
2003,HONDA,CR-V,71,N
2002,HONDA,CR-V,67,N
2002,HONDA,CR-V,67,N
2009,HONDA,CR-V,68,N
1987,HONDA,CRX,74,N
2007,HONDA,FIT,86,N
2000,HONDA,ODYSSEY,71,N
2007,HONDA,ODYSSEY,71,N
2008,HONDA,ODYSSEY,71,N
2007,HONDA,ODYSSEY,71,N
2006,HONDA,ODYSSEY,71,N
1995,HONDA,ODYSSEY,71,N
2005,HONDA,ODYSSEY,64,N
2008,HONDA,ODYSSEY,64,N
2002,HONDA,ODYSSEY,66,N
2002,HONDA,ODYSSEY,66,N
2001,HONDA,ODYSSEY,66,N
2004,HONDA,ODYSSEY,67,N
2010,HONDA,ODYSSEY,68,N
2009,HONDA,ODYSSEY,69,N
2003,HONDA,ODYSSEY,68,N
2003,HONDA,ODYSSEY,68,N
2005,HONDA,ODYSSEY,69,N
2005,HONDA,PILOT,64,N
2003,HONDA,PILOT,64,N
2008,HONDA,PILOT,66,N
2007,HONDA,PILOT,69,N
2003,HONDA,PILOT,68,N
2004,HONDA,PILOT,68,N
2000,HONDA,PRELUDE,85,N
2007,HONDA,RIDGELINE,65,N
2005,HYUNDAI,ACCENT,87,N
2008,HYUNDAI,ACCENT,89,N
2004,HYUNDAI,ACCENT,90,N
2010,HYUNDAI,ACCENT,91,N
2010,HYUNDAI,ACCENT,91,N
2009,HYUNDAI,ACCENT,92,N
2007,HYUNDAI,ACCENT,93,N
2012,HYUNDAI,ACCENT,94,N
2006,HYUNDAI,ACCENT,95,N
2007,HYUNDAI,ACCENT,74,N
2009,HYUNDAI,ACCENT,74,N
2003,HYUNDAI,ACCENT,79,N
2002,HYUNDAI,ACCENT,81,N
2007,HYUNDAI,ACCENT,83,N
2009,HYUNDAI,ACCENT,83,N
2006,HYUNDAI,AZERA,93,N
2013,HYUNDAI,ELANTRA,89,N
2003,HYUNDAI,ELANTRA,90,N
2005,HYUNDAI,ELANTRA,90,N
2010,HYUNDAI,ELANTRA,90,N
2004,HYUNDAI,ELANTRA,93,N
2008,HYUNDAI,ELANTRA,94,N
2004,HYUNDAI,ELANTRA,95,N
2008,HYUNDAI,ELANTRA,75,N
1999,HYUNDAI,ELANTRA,76,N
2013,HYUNDAI,ELANTRA,79,N
2003,HYUNDAI,ELANTRA,79,N
2008,HYUNDAI,ELANTRA,80,N
2006,HYUNDAI,ELANTRA,81,N
2015,HYUNDAI,ELANTRA,82,N
2006,HYUNDAI,ELANTRA,84,N
2007,HYUNDAI,ENTOURAGE,64,N
2019,HYUNDAI,IONIQ HYBRID,90,N
2006,HYUNDAI,SANTA FE,64,N
2007,HYUNDAI,SANTA FE,66,N
2002,HYUNDAI,SANTA FE,66,N
2002,HYUNDAI,SANTA FE,67,N
2008,HYUNDAI,SANTA FE,67,N
2017,HYUNDAI,SANTA FE,69,N
2005,HYUNDAI,SANTA FE,69,N
2003,HYUNDAI,SANTA FE,69,N
2001,HYUNDAI,SONATA,89,N
2004,HYUNDAI,SONATA,87,N
2011,HYUNDAI,SONATA,87,N
2007,HYUNDAI,SONATA,88,N
2011,HYUNDAI,SONATA,90,N
2011,HYUNDAI,SONATA,91,N
2006,HYUNDAI,SONATA,93,N
2005,HYUNDAI,SONATA,94,N
2007,HYUNDAI,SONATA,72,N
2008,HYUNDAI,SONATA,73,N
2004,HYUNDAI,SONATA,73,N
2010,HYUNDAI,SONATA,74,N
2017,HYUNDAI,SONATA,73,N
2006,HYUNDAI,SONATA,74,N
2015,HYUNDAI,SONATA,75,N
2009,HYUNDAI,SONATA,80,N
2006,HYUNDAI,SONATA,77,N
2009,HYUNDAI,SONATA,78,N
2004,HYUNDAI,SONATA,79,N
2006,HYUNDAI,SONATA,79,N
2006,HYUNDAI,SONATA,82,N
2006,HYUNDAI,SONATA,81,N
2011,HYUNDAI,SONATA,81,N
2014,HYUNDAI,SONATA,81,N
2002,HYUNDAI,SONATA,83,N
2007,HYUNDAI,SONATA,83,N
2006,HYUNDAI,TIBURON,94,N
1997,HYUNDAI,TIBURON,74,N
2013,HYUNDAI,VELOSTER,91,N
2012,HYUNDAI,VELOSTER,84,N
2012,HYUNDAI,VELOSTER,85,N
2005,HYUNDAI,XG350,82,N
1993,INFINITI,G20,87,N
2000,INFINITI,G20,74,N
2003,INFINITI,G35,92,N
2003,INFINITI,G35,73,N
2009,INFINITI,G37,86,N
2000,INFINITI,I30,87,N
1998,INFINITI,QX4,64,N
1999,INFINITI,QX4,64,N
2015,INFINITI,QX60,68,N
1999,ISUZU,RODEO,67,N
2007,JAGUAR,S-TYPE,72,N
1995,JAGUAR,XJ6,85,N
2006,JAGUAR,XJ8,81,N
2002,JAGUAR,X-TYPE,73,N
1989,JEEP,CHEROKEE,32,N
1992,JEEP,CHEROKEE,62,N
1998,JEEP,CHEROKEE,63,N
1992,JEEP,CHEROKEE,31,N
1995,JEEP,CHEROKEE,30,N
1997,JEEP,CHEROKEE,31,N
1991,JEEP,CHEROKEE,30,N
2000,JEEP,CHEROKEE,31,N
2007,JEEP,COMMANDER,31,N
2007,JEEP,COMMANDER,32,N
2011,JEEP,COMPASS,62,N
2011,JEEP,COMPASS,62,N
2014,JEEP,COMPASS,62,N
2014,JEEP,COMPASS,62,N
2017,JEEP,COMPASS,30,N
2007,JEEP,COMPASS,30,N
1996,JEEP,GRAND CHEROKEE,62,N
2001,JEEP,GRAND CHEROKEE,62,N
1995,JEEP,GRAND CHEROKEE,62,N
2002,JEEP,GRAND CHEROKEE,62,N
2000,JEEP,GRAND CHEROKEE,62,N
2001,JEEP,GRAND CHEROKEE,62,N
2006,JEEP,GRAND CHEROKEE,62,N
2001,JEEP,GRAND CHEROKEE,63,N
1999,JEEP,GRAND CHEROKEE,63,N
2004,JEEP,GRAND CHEROKEE,63,N
1999,JEEP,GRAND CHEROKEE,63,N
2004,JEEP,GRAND CHEROKEE,30,N
2004,JEEP,GRAND CHEROKEE,30,N
1999,JEEP,GRAND CHEROKEE,30,N
2000,JEEP,GRAND CHEROKEE,30,N
1996,JEEP,GRAND CHEROKEE,30,N
1996,JEEP,GRAND CHEROKEE,30,N
1995,JEEP,GRAND CHEROKEE,31,N
2001,JEEP,GRAND CHEROKEE,32,N
2006,JEEP,GRAND CHEROKEE,31,N
1994,JEEP,GRAND CHEROKEE,32,N
2005,JEEP,GRAND CHEROKEE,32,N
1996,JEEP,GRAND CHEROKEE,32,N
2006,JEEP,GRAND CHEROKEE,32,N
2005,JEEP,GRAND CHEROKEE,32,N
2005,JEEP,GRAND CHEROKEE,32,N
1997,JEEP,GRAND CHEROKEE,32,N
2004,JEEP,LIBERTY,62,N
2004,JEEP,LIBERTY,62,N
2007,JEEP,LIBERTY,62,N
2011,JEEP,LIBERTY,63,N
2006,JEEP,LIBERTY,63,N
2005,JEEP,LIBERTY,30,N
2002,JEEP,LIBERTY,30,N
2004,JEEP,LIBERTY,31,N
2005,JEEP,LIBERTY,31,N
2005,JEEP,LIBERTY,31,N
2006,JEEP,LIBERTY,32,N
2014,JEEP,PATRIOT,62,N
2006,KIA,AMANTI,77,N
2010,KIA,FORTE,91,N
2013,KIA,FORTE,74,N
2011,KIA,FORTE,85,N
2013,KIA,OPTIMA,87,N
2016,KIA,OPTIMA,87,N
2015,KIA,OPTIMA,87,N
2011,KIA,OPTIMA,89,N
2014,KIA,OPTIMA,90,N
2015,KIA,OPTIMA,92,N
2008,KIA,OPTIMA,93,N
2013,KIA,OPTIMA,94,N
2007,KIA,OPTIMA,95,N
2005,KIA,OPTIMA,72,N
2007,KIA,OPTIMA,73,N
2004,KIA,OPTIMA,83,N
2011,KIA,OPTIMA,84,N
2013,KIA,OPTIMA,85,N
2012,KIA,RIO,90,N
2006,KIA,RIO,92,N
2003,KIA,RIO,75,N
2007,KIA,RIO,81,N
2003,KIA,RIO,80,N
2004,KIA,RIO,86,N
2005,KIA,SEDONA,71,N
2017,KIA,SEDONA,71,N
2014,KIA,SEDONA,65,N
2006,KIA,SEDONA,65,N
2007,KIA,SEDONA,65,N
2003,KIA,SEDONA,67,N
2013,KIA,SORENTO,65,N
2005,KIA,SORENTO,66,N
2006,KIA,SORENTO,68,N
2011,KIA,SOUL,69,N
2016,KIA,SOUL,64,N
2016,KIA,SOUL,65,N
2016,KIA,SOUL,67,N
2011,KIA,SOUL,69,N
2005,KIA,SPECTRA,88,N
2007,KIA,SPECTRA,88,N
2006,KIA,SPECTRA,88,N
2004,KIA,SPECTRA,88,N
2009,KIA,SPECTRA,91,N
2007,KIA,SPECTRA,93,N
2004,KIA,SPECTRA,72,N
2007,KIA,SPECTRA,72,N
2002,KIA,SPECTRA,78,N
2003,KIA,SPECTRA,84,N
2009,KIA,SPECTRA,84,N
2005,KIA,SPECTRA5,85,N
1996,KIA,SPORTAGE,66,N
2006,KIA,SPORTAGE,68,N
2007,LAND ROVER,LR3,71,N
2003,LAND ROVER,RANGE ROVER,66,N
1994,LEXUS,ES 300,91,N
2000,LEXUS,ES 300,95,N
2006,LEXUS,IS 250,89,N
2003,LEXUS,IS 300,94,N
1992,LEXUS,LS400,80,N
2001,LEXUS,LX 470,67,N
2000,LEXUS,RX 300,65,N
2002,LEXUS,RX 300,68,N
1996,LEXUS,SC 400,80,N
1999,LINCOLN,CONTINENTAL,53,N
1974,LINCOLN,MARK IV,102,N
1978,LINCOLN,MARK V,102,N
2008,LINCOLN,MKX,5,N
2002,LINCOLN,MKZ,54,N
2008,LINCOLN,MKZ,46,N
2007,LINCOLN,MKZ,48,N
2007,LINCOLN,MKZ,49,N
2007,LINCOLN,MKZ,50,N
2005,LINCOLN,NAVIGATOR,16,N
1998,LINCOLN,NAVIGATOR,10,N
2000,LINCOLN,NAVIGATOR,6,N
1993,LINCOLN,TOWN CAR,53,N
1995,LINCOLN,TOWN CAR,54,N
2002,LINCOLN,TOWN CAR,57,N
1999,LINCOLN,TOWN CAR,44,N
2003,LINCOLN,TOWN CAR,45,N
1997,LINCOLN,TOWN CAR,46,N
1992,LINCOLN,TOWN CAR,102,N
1995,LINCOLN,TOWN CAR,49,N
2002,MAZDA,626,93,N
1986,MAZDA,B-SERIES,71,N
1994,MAZDA,B-SERIES,5,N
1986,MAZDA,B-SERIES,69,N
1994,MAZDA,B-SERIES,9,N
1989,MAZDA,B-SERIES,68,N
1990,MAZDA,B-SERIES,69,N
1999,MAZDA,B-SERIES,12,N
2010,MAZDA,CX-7,65,N
2012,MAZDA,MAZDA2,85,N
2012,MAZDA,MAZDA3,86,N
2004,MAZDA,MAZDA3,79,N
2010,MAZDA,MAZDA3,88,N
2007,MAZDA,MAZDA3,88,N
2007,MAZDA,MAZDA3,88,N
2012,MAZDA,MAZDA3,92,N
2005,MAZDA,MAZDA3,91,N
2005,MAZDA,MAZDA3,92,N
2006,MAZDA,MAZDA3,92,N
2006,MAZDA,MAZDA3,92,N
2010,MAZDA,MAZDA3,93,N
2005,MAZDA,MAZDA3,94,N
2012,MAZDA,MAZDA3,94,N
2007,MAZDA,MAZDA3,95,N
2010,MAZDA,MAZDA3,75,N
2004,MAZDA,MAZDA3,73,N
2011,MAZDA,MAZDA3,76,N
2004,MAZDA,MAZDA3,79,N
2007,MAZDA,MAZDA3,81,N
2006,MAZDA,MAZDA3,84,N
2013,MAZDA,MAZDA3,84,N
2004,MAZDA,MAZDA3,86,N
2008,MAZDA,MAZDA5,89,N
2007,MAZDA,MAZDA5,78,N
2008,MAZDA,MAZDA6,92,N
2009,MAZDA,MAZDA6,88,N
2008,MAZDA,MAZDA6,88,N
2004,MAZDA,MAZDA6,95,N
2013,MAZDA,MAZDA6,72,N
2007,MAZDA,MAZDA6,74,N
2004,MAZDA,MAZDA6,75,N
2005,MAZDA,MAZDA6,75,N
2003,MAZDA,MAZDA6,76,N
2004,MAZDA,MAZDA6,84,N
2004,MAZDA,MPV,69,N
1990,MAZDA,MX-6,73,N
2000,MAZDA,PROTEGE,87,N
1991,MAZDA,PROTEGE,79,N
2002,MAZDA,PROTEGE,85,N
1990,MAZDA,RX-7,89,N
2003,MAZDA,TRIBUTE,68,N
2003,MAZDA,TRIBUTE,69,N
2002,MAZDA,TRUCK,14,N
1971,MERCEDES-BENZ,220,102,N
1979,MERCEDES-BENZ,300,102,N
1989,MERCEDES-BENZ,300,75,N
1991,MERCEDES-BENZ,300,75,N
1985,MERCEDES-BENZ,300,75,N
1988,MERCEDES-BENZ,420,73,N
1971,MERCEDES-BENZ,450,102,N
1976,MERCEDES-BENZ,450,102,N
2005,MERCEDES-BENZ,C-CLASS,95,N
2007,MERCEDES-BENZ,C-CLASS,72,N
2002,MERCEDES-BENZ,C-CLASS,78,N
2004,MERCEDES-BENZ,C-CLASS,76,N
2003,MERCEDES-BENZ,C-CLASS,85,N
